Time (s),Roll Rate (deg/s),Pitch Rate (deg/s),Yaw Rate (deg/s),X acc (m/s2),Y acc (m/s2),Z acc (m/s2),Roll (deg),Pitch (deg),Yaw (deg),N pos (m),E pos (m),Elevation (m),GPS Speed (m/s),Airspeed (m/s),Aileron (deg),Elevator (deg),Thrust (normalized),Rudder (deg)
903.14,37.845,19.315,-2.0355,0.66819,-0.44801,-16.704,17.033,1.8322,-193.8,181.45,68.618,-37.503,27.882,23.425,-2.8715,-2.5241,0.52037,0.051549
903.16,40.315,19.366,-1.2045,0.93233,-0.78277,-16.838,17.838,2.2423,-193.77,181.31,69.158,-37.528,27.873,23.476,-2.6873,-2.4326,0.51962,0.059888
903.18,36.91,19.738,1.1921,1.0384,-0.34156,-16.862,18.568,2.6243,-193.67,181.17,69.67,-37.557,27.863,23.527,-2.5032,-2.3412,0.51887,0.068227
903.2,39.316,21.064,1.412,0.72067,-0.70597,-17.971,19.315,3.0058,-193.56,181.03,70.189,-37.586,27.854,23.592,-2.3191,-2.2498,0.51812,0.076566
903.22,39.337,20.157,2.9669,1.0758,-0.50101,-17.085,20.184,3.3834,-193.41,180.88,70.75,-37.622,27.845,23.731,-2.0881,-2.1648,0.51763,0.082082
903.24,37.862,19.716,4.6835,0.84431,-0.44083,-17.334,21.046,3.7507,-193.26,180.73,71.298,-37.658,27.836,23.871,-1.6263,-2.1113,0.51838,0.073716
903.26,41.498,19.598,5.0694,0.84269,-0.92109,-17.318,21.878,4.074,-193.1,180.58,71.796,-37.695,27.832,24.01,-1.1645,-2.0578,0.51913,0.06535
903.28,39.316,18.595,7.1755,1.129,-0.55153,-16.04,22.71,4.398,-192.93,180.44,72.297,-37.733,27.85,24.149,-0.70271,-2.0043,0.51988,0.056984
903.3,37.723,19.332,8.7448,0.67696,-0.77378,-16.791,23.596,4.7515,-192.64,180.26,72.879,-37.784,27.867,24.259,-0.24093,-1.9508,0.52063,0.048618
903.32,39.936,19.027,9.2687,0.87077,-1.3407,-16.951,24.439,5.0833,-192.34,180.09,73.453,-37.834,27.885,24.208,0.2847,-2.0172,0.52107,0.043239
903.34,32.816,17.815,12.023,1.0318,-0.76241,-16.324,25.086,5.319,-191.99,179.92,73.99,-37.884,27.902,24.158,1.1035,-2.6338,0.52007,0.051572
903.36,27.562,17.333,13.537,0.73388,-0.87315,-16.833,25.703,5.5394,-191.64,179.75,74.523,-37.935,27.92,24.107,1.9223,-3.2505,0.51908,0.059906
903.38,23.214,15.809,15.088,0.9967,-1.1035,-16.252,26.192,5.6945,-191.24,179.59,75.037,-37.986,27.937,24.057,2.7411,-3.8671,0.51808,0.068239
903.4,12.974,15.167,18.338,0.97941,-0.59126,-15.515,26.654,5.8494,-190.84,179.42,75.555,-38.038,27.955,24.018,3.5598,-4.4838,0.51708,0.076573
903.42,7.7499,16.665,19.53,0.7362,-0.86848,-15.667,26.925,6.0028,-190.32,179.24,76.099,-38.096,27.973,24.048,4.2213,-4.9935,0.51642,0.082081
903.44,1.6467,17.178,21.479,1.1336,-0.87068,-14.748,27.127,6.1527,-189.8,179.06,76.635,-38.153,27.99,24.078,4.1105,-4.9782,0.51742,0.073717
903.46,-9.4315,19.606,23.734,0.94805,-0.47861,-14.972,26.994,6.2856,-189.2,178.88,77.131,-38.21,27.998,24.108,3.9997,-4.9629,0.51842,0.065354
903.48,-14.489,22.675,24.411,0.7141,-1.0163,-16.022,26.861,6.4186,-188.61,178.71,77.628,-38.267,27.971,24.137,3.8889,-4.9476,0.51942,0.056991
903.5,-23.6,25.273,26.367,1.1677,-0.45511,-15.303,26.443,6.6284,-187.76,178.5,78.194,-38.338,27.944,24.208,3.7781,-4.9323,0.52043,0.048627
903.52,-31.936,29.029,28.225,0.9363,-0.14255,-16.288,26.004,6.8529,-186.91,178.3,78.751,-38.408,27.917,24.498,3.656,-4.8631,0.52121,0.041748
903.54,-34.214,31.625,28.758,1.0347,-0.4735,-17.22,25.489,7.138,-186.07,178.1,79.272,-38.476,27.889,24.788,3.4813,-4.5435,0.52096,0.041748
903.56,-40.423,32.794,30.874,1.2416,0.060415,-17.44,24.954,7.4296,-185.21,177.9,79.79,-38.545,27.862,25.078,3.3066,-4.224,0.52071,0.041748
903.58,-41.908,34.278,31.483,1.0131,0.13984,-19.007,24.333,7.7499,-184.3,177.7,80.293,-38.617,27.835,25.368,3.1319,-3.9044,0.52046,0.041748
903.6,-39.369,33.96,31.36,1.3325,0.12855,-19.269,23.709,8.0714,-183.39,177.5,80.8,-38.69,27.808,25.65,2.9572,-3.5849,0.52021,0.041748
903.62,-40.865,33.2,32.237,1.4866,0.71735,-19.197,23.063,8.4021,-182.42,177.29,81.333,-38.771,27.78,25.889,2.7854,-3.2751,0.52004,0.041748
903.64,-35.91,33.222,31.151,1.2115,0.50408,-20.464,22.477,8.7262,-181.49,177.07,81.853,-38.852,27.753,26.128,2.6281,-3.0148,0.52029,0.041748
903.66,-29.301,31.922,30.283,1.566,0.75254,-20.277,22.144,9.0222,-180.69,176.87,82.324,-38.931,27.732,26.367,2.4708,-2.7544,0.52054,0.041748
903.68,-26.857,30.681,30.164,1.5308,1.4177,-20.513,21.818,9.3201,-179.9,176.67,82.799,-39.011,27.732,26.606,2.3135,-2.4941,0.52079,0.041748
903.7,-15.931,29.583,27.171,1.3809,0.97357,-21.654,21.753,9.6844,-179.12,176.42,83.347,-39.111,27.731,26.769,2.1562,-2.2338,0.52105,0.041748
903.72,-10.675,26.715,25.671,1.6685,1.2802,-21.246,21.696,10.031,-178.36,176.18,83.884,-39.211,27.731,26.532,2.0143,-2.0591,0.52116,0.041748
903.74,-9.6925,24.45,24.013,1.5112,1.5633,-21.706,21.676,10.305,-177.72,175.95,84.381,-39.309,27.731,26.296,1.9408,-2.2645,0.52066,0.041748
903.76,-7.1305,21.388,21.089,1.5607,1.2061,-21.511,21.639,10.562,-177.1,175.72,84.875,-39.408,27.731,26.059,1.8672,-2.47,0.52016,0.041748
903.78,-10.345,17.849,19.698,1.7548,1.6563,-20.309,21.522,10.749,-176.59,175.48,85.358,-39.511,27.731,25.822,1.7936,-2.6755,0.51966,0.041748
903.8,-13.942,16.391,16.874,1.4454,1.6379,-20.873,21.388,10.933,-176.08,175.25,85.844,-39.615,27.731,25.562,1.72,-2.8809,0.51916,0.041748
903.82,-16.519,14.536,14.305,1.7853,1.17,-19.82,21.153,11.102,-175.67,175,86.343,-39.728,27.731,25.182,1.6369,-3.03,0.51879,0.043185
903.84,-22.081,13.507,13.796,1.7599,1.5773,-18.743,20.917,11.271,-175.27,174.75,86.838,-39.841,27.725,24.801,1.5079,-2.908,0.51904,0.051533
903.86,-18.95,14.132,11.316,1.3447,1.0647,-18.63,20.68,11.444,-174.95,174.49,87.315,-39.954,27.7,24.42,1.3789,-2.786,0.51929,0.05988
903.88,-17.769,12.676,10.905,1.5899,1.1845,-16.356,20.448,11.619,-174.62,174.23,87.792,-40.068,27.675,24.039,1.2499,-2.664,0.51954,0.068227
903.9,-18.182,13.499,10.538,1.3111,1.4799,-15.696,20.246,11.807,-174.3,173.97,88.263,-40.184,27.649,23.666,1.1209,-2.542,0.51979,0.076574
903.92,-12.029,15.045,8.0815,1.313,1.2509,-15.594,20.04,12,-173.99,173.71,88.735,-40.301,27.624,23.338,0.97769,-2.4004,0.51987,0.083496
903.94,-15.091,15.482,7.5215,1.4841,1.7801,-15.48,19.82,12.22,-173.7,173.44,89.209,-40.42,27.598,23.011,0.76553,-2.1638,0.51912,0.083496
903.96,-11.162,16.741,4.7361,1.2023,1.2634,-16.282,19.631,12.445,-173.44,173.17,89.679,-40.54,27.573,22.683,0.55336,-1.9271,0.51837,0.083496
903.98,-7.6303,15.877,3.4082,1.4468,1.296,-15.375,19.583,12.696,-173.25,172.91,90.131,-40.657,27.547,22.355,0.34119,-1.6905,0.51762,0.083496
904,-6.1883,15.97,2.6813,1.3208,1.755,-15.442,19.558,12.954,-173.08,172.65,90.587,-40.776,27.522,22.053,0.12902,-1.4539,0.51687,0.083496
904.02,2.1023,16.155,0.044274,1.3011,1.0851,-15.891,19.729,13.269,-172.99,172.36,91.07,-40.905,27.496,21.906,-0.075044,-1.2319,0.51642,0.082039
904.04,4.155,14.772,-0.30861,1.5719,1.2415,-15.124,19.898,13.579,-172.9,172.08,91.543,-41.033,27.471,21.758,-0.24084,-1.0795,0.51742,0.073695
904.06,5.74,15.209,-1.6815,1.2562,1.1749,-15.976,20.06,13.861,-172.84,171.82,91.969,-41.151,27.435,21.611,-0.40664,-0.92703,0.51842,0.065351
904.08,8.4224,14.626,-3.0089,1.4585,0.72561,-16.354,20.221,14.143,-172.79,171.56,92.397,-41.27,27.359,21.464,-0.57244,-0.77459,0.51942,0.057008
904.1,4.4458,13.401,-2.4527,1.5123,0.95168,-16.023,20.298,14.412,-172.75,171.25,92.898,-41.414,27.283,21.342,-0.73824,-0.62214,0.52042,0.048664
904.12,7.7659,12.975,-3.5463,1.2268,0.31494,-16.755,20.373,14.666,-172.71,170.94,93.389,-41.556,27.207,21.361,-0.88039,-0.50101,0.52112,0.041748
904.14,5.606,10.566,-3.1775,1.6094,0.56679,-16.157,20.443,14.86,-172.72,170.65,93.836,-41.69,27.131,21.381,-0.90803,-0.53151,0.52037,0.041748
904.16,1.6902,9.0708,-2.6831,1.4068,0.49469,-16.152,20.518,15.045,-172.73,170.37,94.282,-41.824,27.055,21.4,-0.93567,-0.56201,0.51962,0.041748
904.18,6.3021,7.7202,-3.348,1.2924,-0.353,-15.952,20.621,15.193,-172.75,170.08,94.72,-41.958,26.979,21.42,-0.96331,-0.5925,0.51887,0.041748
904.2,3.9899,5.4524,-1.5307,1.5311,0.41509,-14.527,20.715,15.333,-172.78,169.79,95.161,-42.093,26.903,21.375,-0.99095,-0.623,0.51812,0.041748
904.22,1.7094,5.1224,-0.97565,1.2824,0.37738,-14.302,20.756,15.43,-172.78,169.49,95.617,-42.235,26.827,21.005,-0.99211,-0.64963,0.51763,0.041748
904.24,3.292,3.8148,-0.41293,1.395,-0.24989,-13.507,20.791,15.516,-172.77,169.19,96.063,-42.376,26.751,20.635,-0.86301,-0.65726,0.51838,0.041748
904.26,0.77017,2.8593,1.4901,1.4244,0.32912,-12.485,20.795,15.548,-172.73,168.92,96.469,-42.506,26.682,20.265,-0.73392,-0.66489,0.51913,0.041748
904.28,4.7769,3.8239,0.60747,1.1732,0.018627,-13.092,20.803,15.581,-172.69,168.64,96.878,-42.637,26.636,19.895,-0.60483,-0.67252,0.51988,0.041748
904.3,5.8993,2.8403,2.07,1.5036,0.12733,-11.722,20.944,15.635,-172.63,168.31,97.361,-42.796,26.591,19.551,-0.47574,-0.68015,0.52063,0.041748
904.32,5.2169,2.981,3.2274,1.2711,0.27808,-11.456,21.104,15.688,-172.57,167.99,97.833,-42.95,26.546,19.338,-0.3624,-0.66433,0.52125,0.041748
904.34,10.763,2.8829,2.6154,1.1862,-0.13352,-11.454,21.354,15.733,-172.52,167.7,98.253,-43.089,26.501,19.125,-0.32555,-0.53471,0.52125,0.041748
904.36,11.056,1.4859,3.9569,1.4418,0.25573,-10.372,21.613,15.775,-172.46,167.41,98.673,-43.228,26.456,18.912,-0.28869,-0.40509,0.52125,0.041748
904.38,13.313,1.7804,3.8972,1.0849,-0.20745,-10.727,21.917,15.805,-172.41,167.11,99.093,-43.366,26.411,18.699,-0.25183,-0.27547,0.52125,0.041748
